name,address,city,state,website,careers_url,tags,lat,lng
Filmlight Digital Film Tech,1107 El Centro Avenue 90038,Los Angeles,CA,https://www.filmlight.ltd.uk/,https://www.filmlight.ltd.uk/contacts/recruitment/overview_rt.php,company,34.091018,-118.324615
audiofrog,,Los Angeles,CA,,,company,34.096787,-118.108115
Nextainment USA Inc,1427 San Marino Avenue San Marino CA 91108,San Marino,CA,,,company,34.122726,-118.107109
Red Bull Headquarters,,Los Angeles,CA,,,company,34.030133,-118.467437
Chedraui USA,600 Citadel Drive Commerce CA 90040,Commerce,CA,https://chedrauiusa.com/,https://chedrauiusa.com/careers/,company,34.005737,-118.151398
Former Weider Publications,,Los Angeles,CA,,,company,34.182365,-118.593304
Rivian,1059 East Bedmar Street Carson CA 90746,Carson,CA,,,company,33.843754,-118.257220
Tesla Design Studio,,Los Angeles,CA,,,company,33.921415,-118.329893
"SEIHO INTERNATIONAL,INC.",120 West Colorado Boulevard Pasadena CA 91105,Pasadena,CA,https://seiho.com/,,company,34.145497,-118.153001
Commonlands LLC,401 Wilshire Boulevard Santa Monica CA 90401,Santa Monica,CA,https://www.commonlands.com/collections/m12-lenses,https://www.commonlands.com/pages/careers,company,34.019815,-118.498595
South Coast Shingle,,Los Angeles,CA,,,company,33.859619,-118.165083
The Hettema Group,67 West Valley Street Pasadena CA,Pasadena,CA,http://www.thehettemagroup.com,,company,34.142689,-118.151920
Idealab,130 West Union Street Pasadena CA,Pasadena,CA,https://www.idealab.com/Pasadena,https://www.idealab.com/Pasadena#team_anchor,company,34.146440,-118.153239
Inter-Con Security Systems,210 South de Lacey Avenue Pasadena CA,Pasadena,CA,https://icsecurity.com,https://icsecurity.com/careers/,company,34.142038,-118.151707
Globecast Americas,,Los Angeles,CA,https://www.globecast.com/,https://www.globecast.com/about-us/careers-work-for-us-jobs/,company,34.018011,-118.404252
Apple,8777 Washington Boulevard Culver City CA 90232,Culver City,CA,,,"company|Apple, Inc.",34.028776,-118.386256
Riot Games,12333 West Olympic Boulevard Los Angeles CA 90064,Los Angeles,CA,,,company,34.032806,-118.457732
CineTel Films,8255 West Sunset Boulevard West Hollywood CA 90069,West Hollywood,CA,http://cinetelfilms.com,,company,34.097326,-118.369357
"Interior Removal Specialist, Inc.",8990 Atlantic Avenue South Gate CA 90280,South Gate,CA,,,company,33.949445,-118.181001
GITAI,2255 Dominguez Way Torrance CA 90501,Torrance,CA,https://gitai.tech,https://gitai.tech/careers/,company,33.841415,-118.322670
Google Los Angeles,,Los Angeles,CA,,,it,33.995044,-118.476248
Google Los Angeles,,Los Angeles,CA,,,it,33.995501,-118.476664
Lucky Brand Headquarters,,Los Angeles,CA,,,company,34.040094,-118.229965
DirectTV,12800 Culver Boulevard Los Angeles CA 90066,Los Angeles,CA,,,company,33.983668,-118.425439
100 Thieves Cash App Compound,6050 Jefferson Boulevard,Los Angeles,CA,,,company,34.020522,-118.380836
United Talent Agency,9320 Civic Center Drive Beverly Hills CA 90210,Beverly Hills,CA,,,company,34.075451,-118.397058
StyleCAD,2009 E 25th St Los Angeles CA 90058,Los Angeles,CA,https://www.stylecad.com/,,it,34.015002,-118.236173
Montgomery Management Company,8623 West Sunset Boulevard West Hollywood CA 90069,West Hollywood,CA,,,company,34.092585,-118.380049
Alno,13984 Balboa Boulevard Rancho Cascades CA 91342,Rancho Cascades,CA,,,company,34.322086,-118.490815
MS Aerospace,13928 Balboa Boulevard Rancho Cascades CA 91342,Rancho Cascades,CA,,,company,34.322895,-118.491333
One Shot Productions,21312 Hart Street Canoga Park CA 91303,Canoga Park,CA,https://oneshotprods.com,,it,34.197219,-118.595910
Stover Seed Company,9180 San Fernando Road Los Angeles CA 91352,Los Angeles,CA,https://www.stoverseed.com/,,company,34.236577,-118.389637
TransAstra,13539 Desmond Street Los Angeles CA 91331,Los Angeles,CA,https://transastra.com,,company,34.275937,-118.427586
Kaiser Permanente,11668 Sherman Way North Hollywood CA 91605,North Hollywood,CA,,,company,34.200484,-118.385803
Skechers,228 Manhattan Beach Boulevard,Los Angeles,CA,,,company,33.884760,-118.409969
Infineon Technologies,101 Sepulveda Blvd. El Segundo CA 90245,El Segundo,CA,,,company,33.916787,-118.397379
Carbon Five,525 Colorado Avenue Santa Monica CA 90401,Santa Monica,CA,https://www.carbonfive.com/,,company,34.015186,-118.490582
Framework Security,2450 Colorado Avenue Santa Monica CA 90404,Santa Monica,CA,https://frameworksecurity.com/,https://frameworksecurity.com/careers,it,34.027658,-118.474161
Baggage Claim,,Los Angeles,CA,,,company,34.056398,-118.235609
Violet Cactus Petite,1813 West Verdugo Avenue,Los Angeles,CA,,,company,34.167481,-118.324945
TVG Consulting,217 West Alameda Avenue Burbank ca 91502,Burbank,ca,,,it,34.169238,-118.306873
Snap Inc.,63 Market Street Venice CA 90291,Venice,CA,https://www.snap.com,https://careers.snap.com/?lang=en-US,company,33.988216,-118.473291
Age of Learning,101 North Brand Boulevard Glendale CA 91203,Glendale,CA,,,company,34.146873,-118.255469
Meta LAX 2126,12126 West Waterfront Drive Los Angeles CA 90094,Los Angeles,CA,,,it|Meta,33.980643,-118.406458
Meta LAX 2105,12105 West Waterfront Drive Los Angeles CA 90094,Los Angeles,CA,,,it|Meta,33.980727,-118.407946
Relativity Space,3500 East Burnett Street Long Beach CA 90815,Long Beach,CA,https://www.relativityspace.com,https://www.relativityspace.com/careers,company,33.800476,-118.150728
NFL Media Los Angeles,,Los Angeles,CA,,,company,33.952548,-118.341114
Nike,5533 Waters Edge Way Playa Vista CA 90094,Playa Vista,CA,,,company,33.973602,-118.428994
One Universal,,Los Angeles,CA,,,company,34.139205,-118.359055
